Nr,sequence,image,x,y,z,theta_x,theta_y,theta_z
/00,2011_10_03_drive_0027,/000250,63.15739,-6.483943,117.1926,0.015367038,0.221522131,-0.019684435
/00,2011_10_03_drive_0027,/000251,63.33463,-6.517585,118.0121,0.016323375,0.222179637,-0.024354492
/00,2011_10_03_drive_0027,/000252,63.51246,-6.551031,118.8364,0.01825134,0.222912817,-0.030049699
/00,2011_10_03_drive_0027,/000253,63.6913,-6.583319,119.6659,0.018047112,0.223797902,-0.037814703
/00,2011_10_03_drive_0027,/000254,63.87033,-6.619743,120.5026,0.015535133,0.226669236,-0.045379292
/00,2011_10_03_drive_0027,/000255,64.05736,-6.658079,121.3427,0.011946812,0.229986323,-0.049031343
/00,2011_10_03_drive_0027,/000256,64.25325,-6.695256,122.1809,0.012331711,0.23250784,-0.049373241
/00,2011_10_03_drive_0027,/000257,64.44981,-6.728166,123.0215,0.015840609,0.234575073,-0.048359946
/00,2011_10_03_drive_0027,/000258,64.65586,-6.752867,123.8767,0.016479328,0.235400242,-0.040839126
/00,2011_10_03_drive_0027,/000259,64.8645,-6.784235,124.7241,0.018438175,0.23559616,-0.033737363
/00,2011_10_03_drive_0027,/000260,65.06629,-6.818192,125.5712,0.01868414,0.237093175,-0.032358945
/00,2011_10_03_drive_0027,/000261,65.26209,-6.849345,126.4226,0.01606715,0.238221174,-0.036263182
/00,2011_10_03_drive_0027,/000262,65.45904,-6.878751,127.2746,0.009982022,0.239184187,-0.038942308
/00,2011_10_03_drive_0027,/000263,65.65809,-6.913045,128.1205,0.003088219,0.240241528,-0.043962286
/00,2011_10_03_drive_0027,/000264,65.86477,-6.955017,128.941,0.009213406,0.241520338,-0.042125282
/00,2011_10_03_drive_0027,/000265,66.08066,-7.000709,129.7485,0.024811873,0.241844869,-0.035155389
/00,2011_10_03_drive_0027,/000266,66.29836,-7.046839,130.5573,0.036650007,0.241261023,-0.02861585
/00,2011_10_03_drive_0027,/000267,66.51051,-7.092137,131.3828,0.031359228,0.240342814,-0.028185155
/00,2011_10_03_drive_0027,/000268,66.72265,-7.134533,132.2254,0.009036157,0.239073331,-0.027275643
/00,2011_10_03_drive_0027,/000269,66.93208,-7.177765,133.0601,-0.009974053,0.23778673,-0.028270574
/00,2011_10_03_drive_0027,/000270,67.13546,-7.203471,133.8675,-0.003536149,0.237193172,-0.029668909
/00,2011_10_03_drive_0027,/000271,67.33397,-7.221705,134.6626,0.011355556,0.236083967,-0.034159598
/00,2011_10_03_drive_0027,/000272,67.53946,-7.240417,135.4599,0.020941524,0.23500877,-0.033122243
/00,2011_10_03_drive_0027,/000273,67.74822,-7.275568,136.2625,0.023013962,0.232953661,-0.028622613
/00,2011_10_03_drive_0027,/000274,67.9399,-7.307651,137.0723,0.019448924,0.23019831,-0.029174702
/00,2011_10_03_drive_0027,/000275,68.12659,-7.329594,137.8726,0.021275593,0.226682687,-0.028400028
/00,2011_10_03_drive_0027,/000276,68.31148,-7.347445,138.6688,0.023600803,0.221756974,-0.028559846
/00,2011_10_03_drive_0027,/000277,68.48738,-7.375994,139.4818,0.021222169,0.218649635,-0.033811601
/00,2011_10_03_drive_0027,/000278,68.65535,-7.400654,140.2662,0.022039388,0.216709146,-0.040170698
/00,2011_10_03_drive_0027,/000279,68.8308,-7.431426,141.0669,0.018808911,0.214894561,-0.042666705
/00,2011_10_03_drive_0027,/000280,69.01055,-7.461305,141.8662,0.014146585,0.213399812,-0.041634178
/00,2011_10_03_drive_0027,/000281,69.18789,-7.492154,142.6598,0.014149901,0.212080879,-0.040478452
/00,2011_10_03_drive_0027,/000282,69.35983,-7.522327,143.451,0.01848748,0.209377689,-0.03773932
/00,2011_10_03_drive_0027,/000283,69.53255,-7.548491,144.2346,0.022459614,0.204827443,-0.032605917
/00,2011_10_03_drive_0027,/000284,69.69416,-7.579826,145.0284,0.02514092,0.198042127,-0.02904318
/00,2011_10_03_drive_0027,/000285,69.84462,-7.612956,145.8298,0.020458429,0.191305969,-0.029024643
/00,2011_10_03_drive_0027,/000286,69.99277,-7.64599,146.6342,0.011642201,0.185047791,-0.028740694
/00,2011_10_03_drive_0027,/000287,70.1315,-7.668862,147.4395,0.003434261,0.180859077,-0.025849184
/00,2011_10_03_drive_0027,/000288,70.25738,-7.690397,148.2407,-0.002322693,0.176849623,-0.034053006
/00,2011_10_03_drive_0027,/000289,70.37981,-7.71208,149.033,0.002797599,0.172439532,-0.036406655
/00,2011_10_03_drive_0027,/000290,70.50797,-7.73271,149.8199,0.013409327,0.165371639,-0.034971577
/00,2011_10_03_drive_0027,/000291,70.63407,-7.751909,150.6153,0.020917596,0.158736084,-0.031075907
/00,2011_10_03_drive_0027,/000292,70.75332,-7.779012,151.422,0.020325116,0.152024827,-0.029912778
/00,2011_10_03_drive_0027,/000293,70.85703,-7.812429,152.237,0.015396511,0.144407995,-0.037717327
/00,2011_10_03_drive_0027,/000294,70.95263,-7.841404,153.0488,0.015401763,0.136722665,-0.043791817
/00,2011_10_03_drive_0027,/000295,71.05219,-7.868414,153.8549,0.021162874,0.126827043,-0.045846519
/00,2011_10_03_drive_0027,/000296,71.14828,-7.891249,154.6649,0.02408814,0.118207697,-0.044273225
/00,2011_10_03_drive_0027,/000297,71.23668,-7.916918,155.4826,0.022853516,0.110101016,-0.044599988
/00,2011_10_03_drive_0027,/000298,71.30611,-7.939937,156.3078,0.015360267,0.102269081,-0.048746253
/00,2011_10_03_drive_0027,/000299,71.36837,-7.966304,157.136,0.009260102,0.094195623,-0.052638266
/00,2011_10_03_drive_0027,/000300,71.43075,-7.990297,157.9586,0.005694484,0.086585634,-0.052072581
/00,2011_10_03_drive_0027,/000301,71.4907,-8.012612,158.78,0.00440798,0.080291359,-0.052168661
/00,2011_10_03_drive_0027,/000302,71.54565,-8.036337,159.6018,0.005524122,0.075885935,-0.051446445
/00,2011_10_03_drive_0027,/000303,71.59206,-8.062682,160.4205,0.011807851,0.071555532,-0.05563913
/00,2011_10_03_drive_0027,/000304,71.62754,-8.085177,161.2383,0.016927135,0.068292256,-0.062264399
/00,2011_10_03_drive_0027,/000305,71.66501,-8.105358,162.0549,0.020725122,0.065674827,-0.063074617
/00,2011_10_03_drive_0027,/000306,71.70556,-8.124046,162.8891,0.014202838,0.062432614,-0.065294144
/00,2011_10_03_drive_0027,/000307,71.73958,-8.140372,163.7286,0.004589597,0.060142944,-0.06803281
/00,2011_10_03_drive_0027,/000308,71.7754,-8.158203,164.5638,-0.003666157,0.056603164,-0.069328724
/00,2011_10_03_drive_0027,/000309,71.81125,-8.173449,165.3868,-0.000663548,0.051822917,-0.066850077
/00,2011_10_03_drive_0027,/000310,71.85566,-8.188372,166.201,0.00850945,0.046719108,-0.055864744
/00,2011_10_03_drive_0027,/000311,71.88912,-8.197125,167.0187,0.016144538,0.039691014,-0.050494144
/00,2011_10_03_drive_0027,/000312,71.90149,-8.209715,167.8465,0.014116105,0.032828647,-0.054745042
/00,2011_10_03_drive_0027,/000313,71.91447,-8.225974,168.6811,0.009303799,0.025337043,-0.053211478
/00,2011_10_03_drive_0027,/000314,71.93066,-8.240659,169.5173,0.004761695,0.017838007,-0.049063161
/00,2011_10_03_drive_0027,/000315,71.9442,-8.251269,170.3582,0.002787613,0.011983557,-0.040764975
/00,2011_10_03_drive_0027,/000316,71.95036,-8.265898,171.2012,0.001857915,0.005861739,-0.036246439
/00,2011_10_03_drive_0027,/000317,71.94712,-8.281895,172.0379,0.007731577,-0.00032439,-0.032841795
/00,2011_10_03_drive_0027,/000318,71.94423,-8.295895,172.867,0.018006873,-0.007596326,-0.025429503
/00,2011_10_03_drive_0027,/000319,71.9461,-8.314995,173.6993,0.025432403,-0.01497154,-0.01333783
/00,2011_10_03_drive_0027,/000320,71.92242,-8.332767,174.5517,0.016634258,-0.021065088,-0.016405415
/00,2011_10_03_drive_0027,/000321,71.88077,-8.350218,175.4112,0.003666907,-0.026022417,-0.02646872
/00,2011_10_03_drive_0027,/000322,71.83806,-8.369208,176.2661,-0.004678951,-0.030815287,-0.032381708
/00,2011_10_03_drive_0027,/000323,71.80048,-8.380943,177.1104,-0.002387758,-0.034668266,-0.032034963
/00,2011_10_03_drive_0027,/000324,71.7593,-8.392488,177.9477,0.008124718,-0.036496785,-0.033287989
/00,2011_10_03_drive_0027,/000325,71.70504,-8.408732,178.7853,0.018430785,-0.038994455,-0.044344317
/00,2011_10_03_drive_0027,/000326,71.66001,-8.427651,179.6316,0.022171037,-0.040878885,-0.044760793
/00,2011_10_03_drive_0027,/000327,71.62938,-8.451315,180.4893,0.017903949,-0.043903017,-0.037900043
/00,2011_10_03_drive_0027,/000328,71.58675,-8.471918,181.3511,0.008723922,-0.04419721,-0.038103167
/00,2011_10_03_drive_0027,/000329,71.53819,-8.495182,182.2141,0.002254966,-0.043805341,-0.0399222
/00,2011_10_03_drive_0027,/000330,71.49582,-8.51899,183.0694,0.004131671,-0.045610317,-0.038567979
/00,2011_10_03_drive_0027,/000331,71.45164,-8.543212,183.918,0.011934429,-0.047648612,-0.037714422
/00,2011_10_03_drive_0027,/000332,71.41963,-8.567846,184.7628,0.02312375,-0.050001686,-0.028072997
/00,2011_10_03_drive_0027,/000333,71.38986,-8.596086,185.611,0.027389949,-0.05261684,-0.016924328
/00,2011_10_03_drive_0027,/000334,71.34131,-8.625507,186.4714,0.023019204,-0.053692597,-0.018449462
/00,2011_10_03_drive_0027,/000335,71.28399,-8.65918,187.3332,0.013392157,-0.054762911,-0.023661906
/00,2011_10_03_drive_0027,/000336,71.2292,-8.688115,188.1818,0.008190476,-0.056399989,-0.025762147
/00,2011_10_03_drive_0027,/000337,71.18264,-8.712856,189.0202,0.011933382,-0.057450603,-0.023622795
/00,2011_10_03_drive_0027,/000338,71.13685,-8.736466,189.8562,0.018564997,-0.057470875,-0.024345805
/00,2011_10_03_drive_0027,/000339,71.07577,-8.761375,190.6947,0.020307075,-0.057541864,-0.03120913
/00,2011_10_03_drive_0027,/000340,71.01964,-8.788561,191.5357,0.016191269,-0.057899367,-0.034237917
/00,2011_10_03_drive_0027,/000341,70.96425,-8.81671,192.3732,0.013443915,-0.058693674,-0.037735207
/00,2011_10_03_drive_0027,/000342,70.90819,-8.838886,193.2083,0.010799327,-0.058977771,-0.040745466
/00,2011_10_03_drive_0027,/000343,70.84733,-8.861377,194.04,0.011116976,-0.059430132,-0.044790874
/00,2011_10_03_drive_0027,/000344,70.79115,-8.884907,194.8635,0.013386132,-0.060042753,-0.043002619
/00,2011_10_03_drive_0027,/000345,70.73224,-8.906076,195.6763,0.019671472,-0.060922095,-0.045312798
/00,2011_10_03_drive_0027,/000346,70.67083,-8.923746,196.4897,0.020428286,-0.062162901,-0.046436647
/00,2011_10_03_drive_0027,/000347,70.62911,-8.938874,197.1957,0.021043284,-0.059142108,-0.046383556
/00,2011_10_03_drive_0027,/000348,70.58733,-8.954024,197.9026,0.021659207,-0.056116823,-0.046330477
/00,2011_10_03_drive_0027,/000349,70.54557,-8.969162,198.6091,0.022274708,-0.053093633,-0.046277522
/00,2011_10_03_drive_0027,/000350,70.5038,-8.984301,199.3157,0.022890334,-0.050069949,-0.046224656
/00,2011_10_03_drive_0027,/000351,70.46202,-8.999441,200.0222,0.023506013,-0.047046057,-0.046171882
/00,2011_10_03_drive_0027,/000352,70.42027,-9.01457,200.7284,0.02412134,-0.044023953,-0.046119223
/00,2011_10_03_drive_0027,/000353,70.37852,-9.029691,201.4342,0.024736422,-0.041003119,-0.046066687
/00,2011_10_03_drive_0027,/000354,70.33667,-9.044849,202.1417,0.025353035,-0.03797485,-0.046014106
/00,2011_10_03_drive_0027,/000355,70.29491,-9.059972,202.8477,0.025968279,-0.034953288,-0.045961734
/00,2011_10_03_drive_0027,/000356,70.25308,-9.075116,203.5546,0.026584411,-0.031927477,-0.045909382
/00,2011_10_03_drive_0027,/000357,70.21128,-9.090248,204.261,0.027200155,-0.028903576,-0.045857147
/00,2011_10_03_drive_0027,/000358,70.16952,-9.105362,204.9666,0.027815174,-0.025883291,-0.04580506
/00,2011_10_03_drive_0027,/000359,70.12768,-9.120498,205.6732,0.028431187,-0.022858191,-0.045752977
/00,2011_10_03_drive_0027,/000360,70.0859,-9.135614,206.379,0.029046449,-0.019836791,-0.045701043
/00,2011_10_03_drive_0027,/000361,70.04406,-9.150747,207.0856,0.029662432,-0.016811923,-0.045649141
/00,2011_10_03_drive_0027,/000362,69.99905,-9.16529,207.7971,0.030429812,-0.014286087,-0.045642688
/00,2011_10_03_drive_0027,/000363,69.98606,-9.185709,208.4453,0.029512199,-0.006708771,-0.045094174
/00,2011_10_03_drive_0027,/000364,69.98306,-9.208113,209.0931,0.023871329,-0.000921052,-0.041586683
/00,2011_10_03_drive_0027,/000365,69.99464,-9.235771,209.74,0.017037353,0.004827637,-0.034230142
/00,2011_10_03_drive_0027,/000366,70.00778,-9.261371,210.3757,0.015734669,0.010258651,-0.027838928
/00,2011_10_03_drive_0027,/000367,70.01564,-9.283511,211.0139,0.014354725,0.013969946,-0.028279536
/00,2011_10_03_drive_0027,/000368,70.01951,-9.30223,211.6498,0.013842808,0.014943747,-0.031346111
/00,2011_10_03_drive_0027,/000369,70.02608,-9.317034,212.2959,0.012570516,0.014947428,-0.031553509
/00,2011_10_03_drive_0027,/000370,70.03039,-9.333416,212.9445,0.00962175,0.013849613,-0.031810913
/00,2011_10_03_drive_0027,/000371,70.03031,-9.346935,213.6019,0.006788361,0.014044502,-0.033367601
/00,2011_10_03_drive_0027,/000372,70.01762,-9.361494,214.2524,0.010451531,0.014241353,-0.04199624
/00,2011_10_03_drive_0027,/000373,70.00789,-9.378064,214.9028,0.019809804,0.013585088,-0.046865224
/00,2011_10_03_drive_0027,/000374,70.00644,-9.397152,215.5565,0.028254304,0.011483093,-0.045463744
/00,2011_10_03_drive_0027,/000375,70.01323,-9.415421,216.2172,0.034621545,0.007919348,-0.038703485
/00,2011_10_03_drive_0027,/000376,70.00612,-9.429329,216.8933,0.028124605,0.003908612,-0.040151874
/00,2011_10_03_drive_0027,/000377,69.98281,-9.452115,217.5788,0.01620171,-8.28E-05,-0.048260291
/00,2011_10_03_drive_0027,/000378,69.97211,-9.473975,218.2707,0.00227944,-0.004400705,-0.044594908
/00,2011_10_03_drive_0027,/000379,69.96763,-9.487565,218.9643,-0.009003233,-0.008714511,-0.038311274
/00,2011_10_03_drive_0027,/000380,69.95651,-9.495411,219.6463,-0.006378747,-0.011798534,-0.035321852
/00,2011_10_03_drive_0027,/000381,69.93436,-9.510323,220.3174,-0.001602331,-0.013970785,-0.040357759
/00,2011_10_03_drive_0027,/000382,69.94019,-9.540496,220.9704,0.007928431,-0.018087958,-0.038490807
/00,2011_10_03_drive_0027,/000383,69.96054,-9.567751,221.6247,0.014157023,-0.020653679,-0.030825354
/00,2011_10_03_drive_0027,/000384,69.97285,-9.591872,222.3055,0.009412488,-0.021760459,-0.022743674
/00,2011_10_03_drive_0027,/000385,69.98119,-9.615886,222.9918,0.003957957,-0.023640243,-0.015437066
/00,2011_10_03_drive_0027,/000386,69.9843,-9.650603,223.6723,0.000558866,-0.025177773,-0.012143006
/00,2011_10_03_drive_0027,/000387,69.98163,-9.68375,224.3537,0.003164924,-0.026356424,-0.009651685
/00,2011_10_03_drive_0027,/000388,69.98542,-9.716608,225.0278,0.009267419,-0.02747709,-0.004103939
/00,2011_10_03_drive_0027,/000389,69.98607,-9.742245,225.7134,0.010195298,-0.028812076,0.004385198
/00,2011_10_03_drive_0027,/000390,69.98187,-9.771343,226.3991,0.007448021,-0.029873516,0.007183786
/00,2011_10_03_drive_0027,/000391,69.96949,-9.792795,227.0898,0.002592438,-0.030363126,0.008247755
/00,2011_10_03_drive_0027,/000392,69.96118,-9.818999,227.7732,-0.000409326,-0.031388035,0.009004058
/00,2011_10_03_drive_0027,/000393,69.94919,-9.840708,228.4545,0.001543663,-0.031803732,0.010160112
/00,2011_10_03_drive_0027,/000394,69.93862,-9.863524,229.1258,0.008208531,-0.031833619,0.012976989
/00,2011_10_03_drive_0027,/000395,69.92429,-9.884742,229.7927,0.018044255,-0.032167929,0.014335036
/00,2011_10_03_drive_0027,/000396,69.90717,-9.909781,230.4543,0.023750212,-0.032495882,0.013362021
/00,2011_10_03_drive_0027,/000397,69.88635,-9.937611,231.1122,0.023581782,-0.031925124,0.009746172
/00,2011_10_03_drive_0027,/000398,69.87145,-9.964503,231.769,0.017016128,-0.031990188,0.011847628
/00,2011_10_03_drive_0027,/000399,69.85983,-9.992889,232.4182,0.008465608,-0.032658786,0.014022227
/00,2011_10_03_drive_0027,/000400,69.84446,-10.01409,233.0405,0.00385208,-0.032844397,0.014800623
/00,2011_10_03_drive_0027,/000401,69.8271,-10.03357,233.65,0.000306301,-0.033313192,0.013580772
/00,2011_10_03_drive_0027,/000402,69.8102,-10.04766,234.2476,-0.002594157,-0.0356613,0.015115925
/00,2011_10_03_drive_0027,/000403,69.80096,-10.05898,234.8182,-0.002947071,-0.040664759,0.021701141
/00,2011_10_03_drive_0027,/000404,69.78279,-10.06888,235.3659,-0.000737233,-0.048605107,0.026564954
/00,2011_10_03_drive_0027,/000405,69.75496,-10.07841,235.8968,0.002484801,-0.059234707,0.029018068
/00,2011_10_03_drive_0027,/000406,69.71456,-10.08536,236.4174,0.005927371,-0.073381076,0.029505312
/00,2011_10_03_drive_0027,/000407,69.66405,-10.08899,236.9317,0.008220714,-0.092016657,0.030569554
/00,2011_10_03_drive_0027,/000408,69.60296,-10.09296,237.4372,0.006444748,-0.114034088,0.034502991
/00,2011_10_03_drive_0027,/000409,69.52087,-10.09963,237.9427,0.003503402,-0.138556721,0.032279736
/00,2011_10_03_drive_0027,/000410,69.42542,-10.1059,238.4416,0.000424794,-0.166537654,0.032221705
/00,2011_10_03_drive_0027,/000411,69.315,-10.11569,238.9201,-0.001311106,-0.198796331,0.034215343
/00,2011_10_03_drive_0027,/000412,69.18511,-10.12556,239.3949,0.001180232,-0.23517197,0.03202491
/00,2011_10_03_drive_0027,/000413,69.02217,-10.13488,239.8316,0.006044774,-0.275485142,0.025846014
/00,2011_10_03_drive_0027,/000414,68.84642,-10.14043,240.2766,0.010198849,-0.319619787,0.020475753
/00,2011_10_03_drive_0027,/000415,68.64775,-10.14643,240.7091,0.012867875,-0.366634903,0.014294309
/00,2011_10_03_drive_0027,/000416,68.41495,-10.15095,241.0925,0.018155374,-0.415902807,0.001470559
/00,2011_10_03_drive_0027,/000417,68.16609,-10.16774,241.4794,0.025479117,-0.467327348,-0.016265465
/00,2011_10_03_drive_0027,/000418,67.89906,-10.18148,241.8486,0.032541206,-0.520994926,-0.033875317
/00,2011_10_03_drive_0027,/000419,67.60937,-10.18159,242.1616,0.038326169,-0.577076546,-0.048154819
/00,2011_10_03_drive_0027,/000420,67.31827,-10.18322,242.4928,0.042977794,-0.634860031,-0.059712991
/00,2011_10_03_drive_0027,/000421,67.0089,-10.18416,242.8099,0.042896688,-0.692660155,-0.069788228
/00,2011_10_03_drive_0027,/000422,66.67291,-10.17111,243.0702,0.038416087,-0.749278148,-0.080517733
/00,2011_10_03_drive_0027,/000423,66.33224,-10.16386,243.3442,0.036750061,-0.804887652,-0.093288716
/00,2011_10_03_drive_0027,/000424,65.98247,-10.15157,243.5912,0.040566616,-0.860123961,-0.10722733
/00,2011_10_03_drive_0027,/000425,65.62105,-10.13305,243.7845,0.043735938,-0.915324271,-0.115546658
/00,2011_10_03_drive_0027,/000426,65.26011,-10.11788,243.9919,0.049170408,-0.971260522,-0.124968139
/00,2011_10_03_drive_0027,/000427,64.89784,-10.09595,244.1844,0.049670844,-1.02820443,-0.124966903
/00,2011_10_03_drive_0027,/000428,64.52042,-10.07158,244.32,0.05057546,-1.086097727,-0.12123708
/00,2011_10_03_drive_0027,/000429,64.1403,-10.04135,244.4743,0.051008918,-1.144369343,-0.115616824
/00,2011_10_03_drive_0027,/000430,63.73047,-10.01139,244.5719,0.060874676,-1.20208774,-0.119977041
/00,2011_10_03_drive_0027,/000431,63.3085,-9.982249,244.6831,0.078211018,-1.255692055,-0.135696527
/00,2011_10_03_drive_0027,/000432,62.86751,-9.956809,244.7727,0.103877794,-1.305891373,-0.162578671
/00,2011_10_03_drive_0027,/000433,62.40525,-9.929802,244.8251,0.129901425,-1.353176814,-0.190558198
/00,2011_10_03_drive_0027,/000434,61.93966,-9.901649,244.8844,0.161539553,-1.396421036,-0.221781067
/00,2011_10_03_drive_0027,/000435,61.45894,-9.873647,244.926,0.216393915,-1.436224818,-0.276212452
/00,2011_10_03_drive_0027,/000436,60.96195,-9.844318,244.9414,0.306068494,-1.470615723,-0.365817753
/00,2011_10_03_drive_0027,/000437,60.4615,-9.81181,244.9539,0.459939358,-1.497055036,-0.51722136
/00,2011_10_03_drive_0027,/000438,59.94742,-9.779054,244.952,0.696867791,-1.517939912,-0.752156754
/00,2011_10_03_drive_0027,/000439,59.42184,-9.749152,244.9457,1.11358957,-1.530387699,-1.167763027
/00,2011_10_03_drive_0027,/000440,58.88559,-9.72066,244.9283,1.595553505,-1.531338839,-1.648774951
/00,2011_10_03_drive_0027,/000441,58.33537,-9.69156,244.9021,1.924979572,-1.524909898,-1.977686293
/00,2011_10_03_drive_0027,/000442,57.77118,-9.660943,244.8764,2.099007659,-1.518491386,-2.150280199
/00,2011_10_03_drive_0027,/000443,57.19241,-9.62949,244.8503,2.197808685,-1.514351158,-2.247267286
/00,2011_10_03_drive_0027,/000444,56.59598,-9.598446,244.824,2.243377882,-1.511721614,-2.292397392
/00,2011_10_03_drive_0027,/000445,55.98115,-9.567377,244.7978,2.270688613,-1.510732032,-2.320225091
/00,2011_10_03_drive_0027,/000446,55.34817,-9.534743,244.7709,2.288872163,-1.510094479,-2.338849133
/00,2011_10_03_drive_0027,/000447,54.69404,-9.501856,244.7438,2.291367243,-1.510315892,-2.341766541
/00,2011_10_03_drive_0027,/000448,54.02129,-9.467967,244.7179,2.289355869,-1.511398046,-2.340003075
/00,2011_10_03_drive_0027,/000449,53.33773,-9.428068,244.6758,2.305901321,-1.512407538,-2.354729399
